id,x,y,dbh
15,12.840339001162802,-20.48312904971929,62.24
1,13.253252697700356,-21.211484923733973,29.19
10,20.709929138516195,-13.453239216295852,55.45
5,27.93391984757792,-17.318541046087407,51.72
2,25.33214468697979,-14.055587473985192,26.81
18,12.856417151686275,-22.978833658256875,46.85
11,17.95069762782874,-4.408243833741508,56.89
19,11.261443788812024,-10.702398509089118,27.05
16,10.774498712156216,-21.29621201001128,51.93
0,12.02073621493468,-15.464737746442204,21.9
9,26.152967222146884,-18.890135060446813,35.12
4,18.399253233995648,-8.454871796400818,62.45
13,16.37684648687337,-11.08391552924253,41.26
17,17.6666000693559,-15.664290589919709,49.97
6,24.97614256108254,-15.817223783317127,32.95
7,11.388797016228473,-12.08539567302931,38.97
3,9.698822112611655,-10.438554810910166,60.61
